Month,Ticker,Volatility_PCT,Daily_Return,MA_30
April 2025,BIL,0.005460833460870532,-0.0004914418349451685,91.58346031746032
April 2025,BND,0.019394412732617335,0.004248329431735677,73.07507142857143
April 2025,EEM,0.12859826557974588,0.03498051661714465,43.410333333333334
April 2025,EFA,0.2706019497642129,0.20451757414804478,81.76847619047619
April 2025,FNILX,0.0,0.019534034227476318,19.835047619047618
April 2025,IWF,0.6061541936904883,0.13588956670817684,363.06712698412696
April 2025,IYR,-0.031154626706207715,-0.07956698887019603,93.85792063492063
April 2025,QQQ,0.5791353076316315,0.12967760570540485,471.66738095238094
April 2025,SCHE,0.19627193590867226,0.037777342608817745,27.37074603174603
April 2025,SDY,0.02061469137291365,-0.14533686467632329,133.16296825396824
April 2025,SWPPX,0.0,0.01262558177285843,85.74626984126984
April 2025,VHT,-0.004503644565221745,-0.14127070608651962,260.7494603174603
April 2025,VNQ,0.10891452338841644,-0.09322629183670797,89.14593650793651
April 2025,VOO,0.37659238891087243,0.004821913615353102,510.7646825396826
April 2025,VTWO,0.5097617799133229,-0.06823652832394796,80.3982380952381
April 2025,VUG,0.6219018412433149,0.15779423747045498,373.10692063492064
April 2025,VXUS,0.24475234615293937,0.161378472192799,62.102873015873016
April 2025,XME,0.6053374002961444,0.09377314110101037,55.84407936507937
August 2024,BIL,0.004719713822430971,0.00103275797126737,91.61795454545455
August 2024,BND,-0.0023180720395375443,0.05230131238507039,73.25936363636363
August 2024,EEM,0.12184315754605461,0.051227270416856235,42.719530303030304
August 2024,EFA,0.14210092752516337,0.1524884318495623,79.22510606060607
August 2024,FNILX,0.0,0.1172183519176155,19.50018181818182
August 2024,IWF,0.12974519537286766,0.10285861563636928,359.6610909090909
August 2024,IYR,0.20404968735416124,0.24453221253454283,93.16018181818181
August 2024,QQQ,0.04254255642140256,0.062204116593066565,471.09440909090904
August 2024,SCHE,0.10175407783814441,0.06154619112160258,26.726545454545455
August 2024,SDY,0.07211375936715156,0.1699289300927417,132.30039393939393
August 2024,SWPPX,0.0,0.1163049380996847,84.65021212121212
August 2024,VHT,0.06994319002209898,0.22091931823753755,273.26484848484847
August 2024,VNQ,0.1806060123610229,0.2365999662874046,89.06533333333333
August 2024,VOO,0.06389205447690029,0.11466460548203439,502.32403030303027
August 2024,VTWO,-0.051734638229879885,-0.06526482234213754,86.13760606060606
August 2024,VUG,0.13600470273412377,0.11206475372136673,368.96101515151514
August 2024,VXUS,0.10792671396248556,0.11465253807925381,61.03671212121212
August 2024,XME,-0.30026640540453875,-0.24795002709539693,60.55498484848485
December 2024,BIL,0.0005188348059426342,-0.018125477484317216,91.60747619047619
December 2024,BND,-0.06881070429119741,-0.1101580605008661,72.91620634920635
December 2024,EEM,-0.05273010498819451,-0.15665187591327442,43.71022222222222
December 2024,EFA,-0.1675130773160754,-0.20404037755923735,78.44750793650795
December 2024,FNILX,0.0,-0.16198541646702694,21.378190476190476
